Wind speed (m/s)
19.64555556
8.430777778
1.967555556
8.229777778
11.86222222
2.306777778
3.271777778
7.631
0.801077778
6.927333333
7.103444444
12.55333333
19.60333333
6.484222222
8.782444444
10.25788889
5.896444444
31.80666667
5.426111111
4.220888889
3.836444444
13.73111111
8.216555556
19.75222222
6.212111111
13.64111111
14.86222222
16.8
3.330555556
11.01088889
9.177111111
5.929666667
5.033444444
7.563666667
10.54644444
16.36888889
5.764333333
8.037333333
5.197111111
15.42777778
6.146777778
8.056
13.61555556
12.89444444
4.866777778
2.581111111
11.24111111
7.420222222
6.715444444
14.36111111
23.17
6.232777778
4.353111111
7.912888889
5.251555556
15.94666667
8.169777778
9.343777778
5.222777778
4.994
9.401444444
2.817111111
12.25
15.30333333
10.61344444
12.18
3.688444444
20.38333333
16.69222222
3.099
10.90788889
3.639555556
5.604444444
18.83222222
3.385333333
10.681
9.418111111
11.25
8.454888889
1.634888889
2.765888889
1.700777778
4.297777778
6.405111111
23.42555556
1.548444444
18.10111111
13.22888889
7.391888889
2.319444444
24.92333333
6.678333333
15.52888889
25.40555556
6.318222222
9.212222222
9.265333333
16.48777778
16.53444444
4.666333333
2.421222222
6.727111111
18.86666667
14.46666667
5.426222222
6.695888889
7.324
8.042555556
19.35777778
6.805111111
5.303666667
13.25
12.78222222
1.487555556
10.86033333
9.104111111
8.231333333
10.72544444
13
21.89
15.55
7.711111111
9.305777778
21.72111111
10.55844444
3.078777778
1.239
15.94333333
1.537444444
9.388777778
16.01
9.673
2.906888889
10.03822222
5.517777778
16.35
12.67
4.355555556
4.258555556
2.104888889
19.84222222
10.29433333
8.108555556
10.09722222
5.958333333
21.98555556
14.41666667
16.24555556
9.620666667
19.44444444
6.224333333
11.76333333
7.324777778
4.675777778
19.15444444
1.459666667
9.500888889
4.283666667
24.62
21.08333333
10.24166667
4.515888889
11.27888889
9.097555556
5.013
7.461777778
12.78444444
15.59
14.55888889
5.990444444
10.46088889
13.78222222
10.876
12.51
18.27333333
7.173666667
19.19555556
7.176333333
25.23111111
9.787333333
1.592666667
6.412777778
3.772777778
3.284888889
14.62111111
1.313666667
6.989
10.60788889
5.026777778
10.73944444
10.21333333
12.48555556
8.629666667
7.172222222
3.352666667
12.11555556
5.308222222
9.915222222
6.578
2.113777778
18.68111111
18.07888889
0.813066667
15.39777778
15.48111111
7.196
4.653333333
7.868777778
19.09111111
12.07555556
17.89777778
5.611444444
4.885
18.33888889
13.38777778
15.15555556
7.647777778
22.22777778
12.41333333
6.027222222
7.570666667
8.124555556
8.136333333
14.40111111
7.204777778
11.12888889
3.498666667
5.101666667
2.609888889
7.355
12.89555556
11.77888889
6.445555556
5.288111111
4.021777778
13.05666667
13.68777778
7.756444444
5.084666667
8.441555556
13.21
24.59888889
13.92222222
3.531
3.276111111
5.446444444
6.392333333
8.916777778
19.22444444
5.982
1.336666667
3.455555556
17.12444444
2.202555556
12.62888889
24.70666667
12.33444444
9.489666667
6.227888889
15.49222222
4.988666667
18.26
11.80666667
7.884333333
15.27444444
15.86444444
7.215222222
8.828777778
1.212
18.37222222
15.20777778
4.966888889
11.23888889
12.63
4.893666667
16.60222222
6.203333333
4.253222222
8.760666667
26.71888889
9.928666667
9.424555556
15.94888889
11.94222222
16.85222222
2.368111111
12.43888889
12.47666667
8.873666667
14.65
6.527777778
15.70222222
7.771
9.468
5.589555556
14.19777778
4.628444444
6.64
15.68777778
2.103333333
9.776
10.739
9.856777778
7.955666667
14.84
13.63666667
5.534222222
7.061222222
5.002666667
13.48
3.917666667
15.17333333
9.071444444
16.12777778
19.67111111
16.87444444
2.502888889
9.024555556
7.109111111
8.693444444
1.437333333
15.29444444
8.884
9.218111111
12.37111111
24.79444444
12.89888889
8.533333333
14.90333333
7.009222222
5.592555556
9.504888889
6.716777778
10.75166667
20.76555556
23.25666667
13.91
15.02666667
3.609222222
5.228111111
5.743111111
17.77
4.805444444
22.23888889
20.55555556
6.285222222
6.461333333
20.83777778
12.43777778
14.03222222
9.420666667
12.06666667
14.82777778
11.24111111
3.930111111
10.72988889
16.79333333
9.932888889
14.93
16.52888889
11.45222222
9.632555556
6.023666667
2.942777778
16.69
15.69555556
10.76811111
17.32333333
19.42777778
15.68777778
10.62866667
7.715777778
14.46888889
15.53555556
7.446
13.06444444
9.021111111
4.601444444
10.22955556
15.48444444
11.79
4.844111111
6.491666667
6.896777778
1.432888889
10.87188889
12.81777778
3.163333333
4.095
16.68444444
11.22444444
5.910555556
11.08188889
8.433111111
9.818888889
6.137777778
9.059444444
6.671888889
13.11111111
15.43333333
9.728
17.95444444
6.453666667
12.32
10.76044444
4.344666667
8.487333333
3.894555556
11.00877778
10.823
5.932111111
11.96555556
4.128
16.07444444
11.51888889
6.485333333
7.680444444
16.95333333
7.418666667
16.60888889
10.24333333
7.558333333
9.814222222
14.29333333
1.136444444
6.730222222
2.934111111
13.72444444
2.995111111
6.743222222
5.458777778
13.82555556
14.32555556
13.72222222
28.12888889
3.112777778
5.556444444
9.691111111
4.647777778
19.56666667
6.538666667
17.04666667
7.049444444
16.63111111
21.84444444
9.718555556
7.445555556
7.964444444
12.91888889
5.837111111
2.955333333
4.230888889
4.658666667
9.032666667
5.121333333
8.636888889
5.343222222
18.64444444
7.197
19.92222222
11.2
5.160666667
17.66111111
8.65
5.118222222
10.12844444
11.10688889
7.455444444
22.39
8.670111111
8.724555556
11.26333333
5.946333333
0.407222222
7.424
7.119888889
13.23777778
0.576333333
14.63777778
11.90111111
5.041
3.491333333
20.78444444
3.882444444
14.71333333
7.024777778
9.779444444
10.33966667
13.57111111
11.16888889
20.87888889
15.27888889
10.56633333
14.20222222
6.988333333
9.214777778
7.045888889
8.284444444
4.933444444
14.83333333
7.069333333
11.95444444
2.147888889
11.13333333
19.62
16.74555556
10.52744444
8.019777778
4.832
9.451888889
13.04666667
11.95888889
24.03555556
4.632
11.45333333
4.328666667
8.566777778
11.41333333
3.629333333
8.218111111
5.082777778
1.181555556
2.021
8.523333333
14.46777778
13.16111111
10.40177778
8.376888889
21.40555556
4.157444444
15.75444444
8.985666667
8.694111111
6.805555556
17.08777778
5.195888889
4.896444444
6.907777778
7.124666667
12.02555556
12.66222222
16.09
12.32444444
3.795888889
7
2.244666667
19.79111111
5.492333333
3.447555556
4.146333333
6.525555556
16.93444444
13.78
8.779666667
5.801111111
5.124333333
8.831
15.83
13.09888889
7.400333333
6.983111111
10.91433333
8.318333333
6.029
11.35
